id	source	sent1	image1	sent2	image2	sim
coco-16123	coco	there is a thin pizza that has broccoli on it	images/coco/COCO_train2014_000000494835.jpg	A large pepperoni pizza on a baking platter .	images/coco/COCO_train2014_000000186563.jpg	3
coco-16155	coco	A red fire hydrant next to another red meter in grassy area .	images/coco/COCO_train2014_000000023501.jpg	A red fire hydrant in a patch of grass next to a road .	images/coco/COCO_train2014_000000068826.jpg	3.75
coco-16174	coco	A laptop and bottled drink sit on top of a wood table outdoors .	images/coco/COCO_train2014_000000164435.jpg	A man cooking hot dogs on top of a BBQ .	images/coco/COCO_val2014_000000112568.jpg	0
coco-16297	coco	A desk top computer and a laptop sitting on a wooden desk .	images/coco/COCO_val2014_000000527375.jpg	A wooden desk sitting next to a bag of luggage on a floor .	images/coco/COCO_train2014_000000508944.jpg	2
coco-16313	coco	a person laying on a bench while holding an umbrella	images/coco/COCO_train2014_000000132430.jpg	a man sitting on a wooden bench holding an umbrella	images/coco/COCO_val2014_000000195798.jpg	3.75
coco-16338	coco	a street sign on metal pole next to a street on a sidewalk .	images/coco/COCO_val2014_000000212072.jpg	a couple of police officers stand on a street corner	images/coco/COCO_train2014_000000212574.jpg	1.75
coco-1649	coco	A person is on a skateboard on a ramp with a crowd watching .	images/coco/COCO_train2014_000000358486.jpg	A person doing tricks on a bench with a skateboard	images/coco/COCO_val2014_000000075179.jpg	2.6
coco-16563	coco	A toilet in a bathroom next to a tiled shower .	images/coco/COCO_train2014_000000013463.jpg	A green toilet sitting inside of a bathroom next to a toiler paper roll .	images/coco/COCO_train2014_000000209920.jpg	3.6
coco-16667	coco	this is a quiche pie with a piece cut out	images/coco/COCO_train2014_000000355760.jpg	a little boy is eating a big piece of pizza	images/coco/COCO_train2014_000000397241.jpg	0.2
coco-16715	coco	People waiting in line near a passenger bus .	images/coco/COCO_val2014_000000523494.jpg	People commuting on foot near a train in a subway .	images/coco/COCO_train2014_000000164871.jpg	0.6
coco-16720	coco	A little boy is flying a kite in the field .	images/coco/COCO_train2014_000000394896.jpg	A kite that is flying in the sky .	images/coco/COCO_train2014_000000020261.jpg	2.4
coco-16770	coco	A zebra looking alertly as another grazes in a field .	images/coco/COCO_train2014_000000186045.jpg	A zebra grazes by itself in a field .	images/coco/COCO_train2014_000000298913.jpg	3.4
coco-16847	coco	A white truck is under a freeway sign on the road .	images/coco/COCO_train2014_000000472896.jpg	A truck is parked on the side of the road next to a building .	images/coco/COCO_val2014_000000144985.jpg	2
coco-16863	coco	A computer screen with news stories and a pcture of a smart phone .	images/coco/COCO_train2014_000000396179.jpg	A woman holding up a tablet computer with a green cup .	images/coco/COCO_train2014_000000114226.jpg	1.8
coco-16919	coco	A toy model of traffic on a highway .	images/coco/COCO_train2014_000000540899.jpg	A big display of toy model trucks and houses .	images/coco/COCO_train2014_000000184879.jpg	3
coco-16930	coco	An airport waiting room with the nose of a plane at the window	images/coco/COCO_val2014_000000233079.jpg	An airliner is being loaded with passengers on the tarmac .	images/coco/COCO_train2014_000000225174.jpg	1.6
coco-16954	coco	A bunch of teddy bears on display in front of a window .	images/coco/COCO_train2014_000000390286.jpg	A woman taking a picture of a cow in a pen .	images/coco/COCO_train2014_000000136651.jpg	0.4
coco-16960	coco	A baseball player holding a baseball bat during a baseball game .	images/coco/COCO_train2014_000000056938.jpg	A young baseball player lunges to catch a ball .	images/coco/COCO_train2014_000000447224.jpg	2.5
coco-17012	coco	A long line of red double decker buses traveling down a street .	images/coco/COCO_train2014_000000535389.jpg	A train is traveling along a stretch of track .	images/coco/COCO_train2014_000000208088.jpg	1.5
coco-17022	coco	A tall giraffe standing next to a baby giraffe .	images/coco/COCO_val2014_000000558741.jpg	A photo of a giraffe standing next to trees .	images/coco/COCO_val2014_000000117015.jpg	3
coco-17033	coco	A man holding a fishing pole next to the water with ships in the distance	images/coco/COCO_val2014_000000319830.jpg	A wooden swings hangs in a park next to a river .	images/coco/COCO_val2014_000000192153.jpg	0.6
coco-1717	coco	A group of guys playing a game on a field	images/coco/COCO_val2014_000000130699.jpg	A player in a baseball game on the field .	images/coco/COCO_train2014_000000377612.jpg	2
coco-17182	coco	A bathroom with a white toilet and big sink with a lot of cabinets .	images/coco/COCO_train2014_000000569320.jpg	a bathroom with a toilet a sink and a bath tub	images/coco/COCO_train2014_000000460791.jpg	3.8
coco-17187	coco	A person snow boarding on a snowy slope .	images/coco/COCO_train2014_000000400405.jpg	A person snowboards on the side of a snowy cliff .	images/coco/COCO_train2014_000000063014.jpg	4
coco-17221	coco	A stoplight and a sign reading `` Guadalajara '' in front of a building .	images/coco/COCO_val2014_000000325391.jpg	Green traffic lights in front of a building on Burwell Street .	images/coco/COCO_train2014_000000422393.jpg	2.8
coco-17273	coco	a clock tower saying it is 8 next to a tree	images/coco/COCO_train2014_000000072026.jpg	a sign that is next to some trees	images/coco/COCO_val2014_000000206391.jpg	1.5
coco-17291	coco	a close up of two similar ties hanging	images/coco/COCO_train2014_000000391116.jpg	a little boy holding two umbrella standing in a living room .	images/coco/COCO_train2014_000000127620.jpg	0.4
coco-17313	coco	A baseball player preparing to hit a baseball with a bat .	images/coco/COCO_train2014_000000396642.jpg	A baseball player standing near home plate holding a bat .	images/coco/COCO_train2014_000000246412.jpg	4.5
coco-1734	coco	Three young adults are playing a WII game .	images/coco/COCO_train2014_000000575701.jpg	A group of young girls playing a game of soccer .	images/coco/COCO_val2014_000000372913.jpg	1
coco-17360	coco	A group of boys are guiding a herd of cows down a road .	images/coco/COCO_train2014_000000162193.jpg	A large group of sheep in a road .	images/coco/COCO_train2014_000000537499.jpg	2
coco-17377	coco	A person standing on the beach next to a dog in the water .	images/coco/COCO_train2014_000000283093.jpg	A group of kites tied to a fence on the beach	images/coco/COCO_train2014_000000043477.jpg	1.6
coco-17418	coco	A city street filled with traffic surrounded by buildings .	images/coco/COCO_val2014_000000035148.jpg	An English city street with very light traffic	images/coco/COCO_train2014_000000013489.jpg	4
coco-17456	coco	there are several black tables and white umbrellas outside	images/coco/COCO_train2014_000000258538.jpg	The two elephants one older , one younger are standing together outside .	images/coco/COCO_train2014_000000322095.jpg	0.4
coco-17504	coco	A tall purple vase with purple and pink flowers .	images/coco/COCO_train2014_000000520674.jpg	a white cabinet a stool a mirror and a pink vase with purple flowers	images/coco/COCO_train2014_000000070251.jpg	2
coco-17561	coco	A man sitting at a table in front of a plate of food .	images/coco/COCO_train2014_000000176138.jpg	A man standing in a park holding onto a camera .	images/coco/COCO_val2014_000000260465.jpg	0.2
coco-17589	coco	A couple of sinks and some toilet in a room .	images/coco/COCO_val2014_000000038314.jpg	A white toilet sitting in a bathroom next to a shower and a sink .	images/coco/COCO_val2014_000000559440.jpg	3.25
coco-17607	coco	A wide open kitchen area with a vaulted ceiling	images/coco/COCO_train2014_000000243160.jpg	A window is wide open in a bathroom .	images/coco/COCO_train2014_000000215242.jpg	0.6
coco-17664	coco	A woman in a blue shirt and bowtie standing .	images/coco/COCO_train2014_000000034798.jpg	A man has a blue shirt and a dark tie .	images/coco/COCO_train2014_000000410378.jpg	2.2
coco-17724	coco	A taco salad sits on white paper near a table with a lap top .	images/coco/COCO_val2014_000000318346.jpg	Pans filed with pizza sitting on top of a table .	images/coco/COCO_train2014_000000130275.jpg	1.4
coco-17726	coco	A man stands on a balcony covered in ivy with a clock in the middle	images/coco/COCO_train2014_000000547229.jpg	A clock in a metal sculpture with a building in the background .	images/coco/COCO_train2014_000000047295.jpg	1.8
coco-17769	coco	A group of cattle standing and laying in an open field .	images/coco/COCO_train2014_000000310092.jpg	A group of sheep standing around a couch and table .	images/coco/COCO_val2014_000000324710.jpg	2.25
coco-17809	coco	A couple of men sitting next to each other at a table .	images/coco/COCO_train2014_000000080305.jpg	A panel of judges are sitting at the table .	images/coco/COCO_train2014_000000508723.jpg	1.75
coco-17878	coco	A woman talking on a cell phone while holding luggage .	images/coco/COCO_val2014_000000222118.jpg	A man talking on a cell phone while holding another cell phone .	images/coco/COCO_train2014_000000499179.jpg	3.2
coco-17978	coco	a man in a tie eats some food on a desk	images/coco/COCO_train2014_000000017877.jpg	A man on a baseball field through a baseball .	images/coco/COCO_val2014_000000461334.jpg	0
coco-17994	coco	A white and black clock on the front of a building	images/coco/COCO_val2014_000000098493.jpg	A black and silver computer mouse with a black background .	images/coco/COCO_val2014_000000443723.jpg	0
coco-18016	coco	A man in a parka waits while holding a piece of paper .	images/coco/COCO_train2014_000000552623.jpg	A man holding a bottle of water and woman sitting in chair .	images/coco/COCO_train2014_000000341902.jpg	0.75
coco-18066	coco	A bed sitting next to a Christmas tree fully decorated .	images/coco/COCO_train2014_000000116352.jpg	A baby looking at a book , and sitting on a bed next to a woman .	images/coco/COCO_val2014_000000455301.jpg	1.25
coco-18073	coco	A sign in front of some surfers near a river in town .	images/coco/COCO_train2014_000000521944.jpg	A man riding a surfboard on top of a flowing river .	images/coco/COCO_val2014_000000269786.jpg	3
coco-18093	coco	a person sitting on a bench on a pier	images/coco/COCO_train2014_000000440136.jpg	Three kids sitting on a bench near trees .	images/coco/COCO_val2014_000000440045.jpg	2.8
coco-18108	coco	a man in a hat throws a frisbee	images/coco/COCO_train2014_000000321006.jpg	A man in black jacket on a red motorcycle .	images/coco/COCO_train2014_000000228539.jpg	0
coco-18154	coco	A tall white clock tower inside of a tall building .	images/coco/COCO_val2014_000000368505.jpg	A tall white clock tower sitting next to a parking garage .	images/coco/COCO_val2014_000000284354.jpg	4.25
coco-182	coco	A baseball player holding a bat next to home plate .	images/coco/COCO_val2014_000000383384.jpg	A player getting ready to bat a baseball game .	images/coco/COCO_val2014_000000083275.jpg	4
coco-18300	coco	A man in a large blue motorcycle is traveling on .	images/coco/COCO_val2014_000000102497.jpg	A man rides a large motorcycle on a freeway .	images/coco/COCO_val2014_000000553776.jpg	4
coco-18301	coco	a kitchen that has a stove and a microwave	images/coco/COCO_val2014_000000470780.jpg	A kitchen with a large stove top oven .	images/coco/COCO_train2014_000000274254.jpg	3.8
coco-18374	coco	Cow being fed a popsicle by a person over a fence .	images/coco/COCO_val2014_000000535094.jpg	A cow is being hand-fed over a fence .	images/coco/COCO_val2014_000000120007.jpg	4.25
coco-18407	coco	A black , white and brown dog laying in the grass .	images/coco/COCO_train2014_000000025401.jpg	A brown and white cat stands on a toilet seat .	images/coco/COCO_train2014_000000217436.jpg	1.8
coco-18480	coco	A large elephant standing next to a smaller elephant .	images/coco/COCO_train2014_000000185549.jpg	A large elephant with large white tusk standing next to a log fence .	images/coco/COCO_train2014_000000040878.jpg	2.75
coco-18506	coco	A table topped with plates of food and cups of coffee .	images/coco/COCO_train2014_000000521988.jpg	A plate of food and beer on a computer table	images/coco/COCO_train2014_000000013140.jpg	1.6
coco-18517	coco	A white and blue bus in the reflection of a car mirror .	images/coco/COCO_train2014_000000547186.jpg	A man takes a picture in the mirror of a truck .	images/coco/COCO_train2014_000000250556.jpg	2
coco-18587	coco	A bathroom with a urinal and a single light .	images/coco/COCO_train2014_000000231415.jpg	A toilet , shower and tiled floor in a bathroom .	images/coco/COCO_train2014_000000477922.jpg	2.6
coco-18614	coco	A man on a skateboard in a position about to jump .	images/coco/COCO_train2014_000000451643.jpg	Statue of a baseball player in batting position .	images/coco/COCO_val2014_000000487050.jpg	0.8
coco-18631	coco	A content black and white cat rests on top of red luggage .	images/coco/COCO_train2014_000000123757.jpg	A black and white cat is under an umbrella .	images/coco/COCO_train2014_000000305338.jpg	1.6
coco-18632	coco	An elephant walking along a dirt road next to a forest .	images/coco/COCO_train2014_000000234032.jpg	a white cow walking down the street next to some motorcycles	images/coco/COCO_val2014_000000077360.jpg	0.25
